425.37,2016-03-03
435.92,2016-03-02
439.65,2016-03-01
441.51,2016-02-29
435.68,2016-02-28
434.23,2016-02-27
432.15,2016-02-26
427.72,2016-02-25
425.55,2016-02-24
439.86,2016-02-23
439.05,2016-02-22
448.05,2016-02-21
441.98,2016-02-20
423.1,2016-02-19
426.0,2016-02-18
421.17,2016-02-17
408.94,2016-02-16
410.38,2016-02-15
407.23,2016-02-14
391.86,2016-02-13
384.95,2016-02-12
383.13,2016-02-11
385.48,2016-02-10
377.25,2016-02-09
379.88,2016-02-08
380.87,2016-02-07
386.63,2016-02-06
391.09,2016-02-05
391.61,2016-02-04
374.95,2016-02-03
375.88,2016-02-02
378.07,2016-02-01
380.35,2016-01-31
380.92,2016-01-30
384.38,2016-01-29
395.5,2016-01-28
396.84,2016-01-27
397.77,2016-01-26
402.32,2016-01-25
405.49,2016-01-24
394.54,2016-01-23
410.41,2016-01-22
422.88,2016-01-21
425.27,2016-01-20
387.73,2016-01-19
388.1,2016-01-18
390.96,2016-01-17
390.56,2016-01-16
430.25,2016-01-15
433.32,2016-01-14
435.19,2016-01-13
448.18,2016-01-12
450.66,2016-01-11
448.31,2016-01-10
454.64,2016-01-09
462.93,2016-01-08
458.77,2016-01-07
431.86,2016-01-06
434.18,2016-01-05
434.52,2016-01-04
433.74,2016-01-03
436.06,2016-01-02
436.25,2016-01-01
432.92,2015-12-31
434.39,2015-12-30
432.98,2015-12-29
429.77,2015-12-28
424.01,2015-12-27
457.49,2015-12-26
458.31,2015-12-25
458.46,2015-12-24
444.53,2015-12-23
443.69,2015-12-22
444.73,2015-12-21
462.64,2015-12-20
465.58,2015-12-19
465.18,2015-12-18
457.86,2015-12-17
465.21,2015-12-16
465.32,2015-12-15
447.14,2015-12-14
441.68,2015-12-13
469.1,2015-12-12
451.94,2015-12-11
419.51,2015-12-10
423.12,2015-12-09
415.56,2015-12-08
399.97,2015-12-07
402.81,2015-12-06
389.79,2015-12-05
363.52,2015-12-04
370.27,2015-12-03
362.23,2015-12-02
378.93,2015-12-01
382.36,2015-11-30
371.94,2015-11-29
359.54,2015-11-28
363.59,2015-11-27
366.76,2015-11-26
329.13,2015-11-25
323.06,2015-11-24
325.12,2015-11-23
327.01,2015-11-22
328.16,2015-11-21
326.47,2015-11-20
335.33,2015-11-19
336.53,2015-11-18
338.35,2015-11-17
331.63,2015-11-16
334.66,2015-11-15
338.18,2015-11-14
340.91,2015-11-13
345.08,2015-11-12
340.58,2015-11-11
381.39,2015-11-10
385.28,2015-11-09
389.89,2015-11-08
390.59,2015-11-07
395.84,2015-11-06
447.56,2015-11-05
495.56,2015-11-04
417.9,2015-11-03
365.36,2015-11-02
327.47,2015-11-01
332.78,2015-10-31
334.17,2015-10-30
318.17,2015-10-29
306.33,2015-10-28
296.21,2015-10-27
285.3,2015-10-26
294.06,2015-10-25
281.71,2015-10-24
278.68,2015-10-23
276.51,2015-10-22
270.77,2015-10-21
270.83,2015-10-20
264.82,2015-10-19
271.67,2015-10-18
273.58,2015-10-17
266.13,2015-10-16
255.96,2015-10-15
254.28,2015-10-14
250.24,2015-10-13
247.45,2015-10-12
247.24,2015-10-11
245.32,2015-10-10
244.23,2015-10-09
244.25,2015-10-08
246.68,2015-10-07
246.94,2015-10-06
240.38,2015-10-05
238.97,2015-10-04
239.31,2015-10-03
238.54,2015-10-02
238.44,2015-10-01
237.73,2015-09-30
239.8,2015-09-29
239.34,2015-09-28
234.53,2015-09-27
235.4,2015-09-26
237.43,2015-09-25
235.65,2015-09-24
231.84,2015-09-23
232.39,2015-09-22
231.22,2015-09-21
232.37,2015-09-20
233.21,2015-09-19
234.35,2015-09-18
230.28,2015-09-17
231.22,2015-09-16
259.18,2015-09-15
232.44,2015-09-14
235.94,2015-09-13
240.12,2015-09-12
241.17,2015-09-11
241.29,2015-09-10
244.42,2015-09-09
245.78,2015-09-08
242.11,2015-09-07
242.91,2015-09-06
236.14,2015-09-05
230.9,2015-09-04
229.6,2015-09-03
230.58,2015-09-02
231.22,2015-09-01
231.96,2015-08-31
232.07,2015-08-30
233.22,2015-08-29
235.22,2015-08-28
228.64,2015-08-27
231.18,2015-08-26
226.32,2015-08-25
228.14,2015-08-24
232.71,2015-08-23
234.96,2015-08-22
236.43,2015-08-21
237.37,2015-08-20
237.41,2015-08-19
257.99,2015-08-18
260.5,2015-08-17
262.44,2015-08-16
266.67,2015-08-15
267.47,2015-08-14
266.23,2015-08-13
270.67,2015-08-12
270.39,2015-08-11
267.03,2015-08-10
267.0,2015-08-09
279.93,2015-08-08
280.39,2015-08-07
281.91,2015-08-06
285.5,2015-08-05
285.71,2015-08-04
285.47,2015-08-03
283.03,2015-08-02
284.93,2015-08-01
288.96,2015-07-31
290.13,2015-07-30
294.54,2015-07-29
296.65,2015-07-28
297.77,2015-07-27
293.05,2015-07-26
290.73,2015-07-25
289.25,2015-07-24
278.11,2015-07-23
277.67,2015-07-22
280.55,2015-07-21
278.98,2015-07-20
275.67,2015-07-19
282.53,2015-07-18
280.28,2015-07-17
291.18,2015-07-16
293.25,2015-07-15
296.15,2015-07-14
310.95,2015-07-13
314.39,2015-07-12
298.51,2015-07-11
294.59,2015-07-10
272.33,2015-07-09
272.97,2015-07-08
271.34,2015-07-07
277.42,2015-07-06
274.51,2015-07-05
261.46,2015-07-04
257.08,2015-07-03
261.63,2015-07-02
265.17,2015-07-01
267.87,2015-06-30
257.17,2015-06-29
251.17,2015-06-28
251.34,2015-06-27
243.75,2015-06-26
243.33,2015-06-25
244.34,2015-06-24
247.3,2015-06-23
247.92,2015-06-22
245.22,2015-06-21
245.83,2015-06-20
250.98,2015-06-19
252.11,2015-06-18
256.85,2015-06-17
251.74,2015-06-16
237.84,2015-06-15
234.86,2015-06-14
232.65,2015-06-13
231.06,2015-06-12
230.29,2015-06-11
229.78,2015-06-10
230.95,2015-06-09
229.46,2015-06-08
226.19,2015-06-07
225.72,2015-06-06
225.97,2015-06-05
226.58,2015-06-04
227.4,2015-06-03
226.42,2015-06-02
231.71,2015-06-01
233.25,2015-05-31
237.09,2015-05-30
237.52,2015-05-29
237.82,2015-05-28
238.64,2015-05-27
238.24,2015-05-26
241.02,2015-05-25
241.98,2015-05-24
241.03,2015-05-23
240.97,2015-05-22
236.24,2015-05-21
234.68,2015-05-20
234.15,2015-05-19
237.21,2015-05-18
238.03,2015-05-17
237.7,2015-05-16
238.75,2015-05-15
237.8,2015-05-14
243.7,2015-05-13
242.88,2015-05-12
244.27,2015-05-11
244.07,2015-05-10
247.8,2015-05-09
246.28,2015-05-08
239.1,2015-05-07
236.45,2015-05-06
239.2,2015-05-05
242.64,2015-05-04
243.24,2015-05-03
235.73,2015-05-02
238.97,2015-05-01
239.56,2015-04-30
227.04,2015-04-29
229.5,2015-04-28
233.31,2015-04-27
226.94,2015-04-26
232.56,2015-04-25
236.31,2015-04-24
236.47,2015-04-23
237.91,2015-04-22
235.27,2015-04-21
226.35,2015-04-20
226.35,2015-04-19
224.32,2015-04-18
228.91,2015-04-17
229.67,2015-04-16
223.83,2015-04-15
224.98,2015-04-14
236.94,2015-04-13
237.73,2015-04-12
239.54,2015-04-11
243.69,2015-04-10
246.12,2015-04-09
253.85,2015-04-08
255.81,2015-04-07
261.8,2015-04-06
260.68,2015-04-05
255.26,2015-04-04
256.04,2015-04-03
254.46,2015-04-02
247.54,2015-04-01
248.73,2015-03-31
249.24,2015-03-30
253.14,2015-03-29
254.21,2015-03-28
256.81,2015-03-27
254.35,2015-03-26
249.19,2015-03-25
267.0,2015-03-24
277.3,2015-03-23
269.75,2015-03-22
262.2,2015-03-21
264.85,2015-03-20
264.24,2015-03-19
285.34,2015-03-18
292.37,2015-03-17
294.11,2015-03-16
286.53,2015-03-15
286.34,2015-03-14
294.5,2015-03-13
297.09,2015-03-12
297.39,2015-03-11
300.04,2015-03-10
292.7,2015-03-09
277.86,2015-03-08
277.85,2015-03-07
277.61,2015-03-06
281.67,2015-03-05
284.23,2015-03-04
285.8,2015-03-03
276.3,2015-03-02
261.66,2015-03-01
254.69,2015-02-28
256.65,2015-02-27
237.71,2015-02-26
239.34,2015-02-25
239.9,2015-02-24
240.11,2015-02-23
246.39,2015-02-22
255.32,2015-02-21
247.1,2015-02-20
242.67,2015-02-19
244.25,2015-02-18
245.78,2015-02-17
239.52,2015-02-16
265.61,2015-02-15
259.81,2015-02-14
240.26,2015-02-13
222.2,2015-02-12
223.41,2015-02-11
221.81,2015-02-10
223.98,2015-02-09
229.44,2015-02-08
230.3,2015-02-07
230.51,2015-02-06
239.41,2015-02-05
230.06,2015-02-04
245.96,2015-02-03
242.18,2015-02-02
231.57,2015-02-01
233.5,2015-01-31
242.85,2015-01-30
238.71,2015-01-29
266.54,2015-01-28
